codigo,tipo,nombre,deporte,direccion,telefono,municipio,departamento,paginaweb,email,ubicacion,razonsocial,claseubicacion,localidadcomuna,descripcion,latitud,longitud,urlimagen
1853,ESCENARIO,CANCHA DE BALONCESTO DEL COLEGIO SAN LUIS DE GONZAGA,Recreativo y Educación Fisíca,AV 10 NORTE N?14N-85,6611565,CALI,VALLE DEL CAUCA,www.colegiosanluisgonzaga.edu.co,www.colegiosanluisgonzaga.edu.co,Establecimiento educativo,COLEGIO SAN LUIS DE GONZAGA,Zona Urbana,COMUNA DOS,CANCHA DE BALONCESTO,3.460548678,-76.53647012,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/373.png
42,CLUBES,CLUB SALTAMONTES 4 X 4,AUTOMOVILISMO,KR 59A N°136-50 INT 11 AP. 424,2538900,BOGOTÁ D.C.,BOGOTÁ D.C.,,saltamontes4x4@gmail.com,,,,,,4.727045715,-74.06888582,
1922,ESCENARIO,SALON DE LEVANTAMIENTO DE PESAS DEL COLEGIO INEM JORGE ISACCS,Recreativo y Educación Fisíca,KR 5 NORTE N?6N-126,4470128,CALI,VALLE DEL CAUCA,www.inem.com,www.inem.com,Establecimiento educativo,COLEGIO INEM JORGE ISACCS,Zona Urbana,COMUNA CUATRO,SALON DE LEVANTAMIENTO DE PESAS,3.481728285,-76.50196446,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/442.png
1270,ESCENARIO,CANCHA DE FUTBOL DEL CERCUN,Deportivo,CL 17A 19-63,7491820,FUSAGASUGÁ,CUNDINAMARCA,www.fusagasuga-cundinamarca.gov.co,www.fusagasuga-cundinamarca.gov.co,Complejo deportivo,CENTRO DE RENDIMIENTO DEPORTIVO DE CUNDINAMARCA CERCUN,Zona Urbana,SIN COMUNAS,CANCHA DE FUTBOL,4.337521,-74.37329833,http://www.visorgeocoldeportes.gov.co/images/escenarios/25290/32.png
223,LIGAS,LIGA DE SOFTBOL DEL ATLANTICO,SOFTBOL,KR 51 N° 76-126,30055628203,BARRANQUILLA,ATLANTICO,angelcarrilloabogado@hotmail.com,angelcarrilloabogado@hotmail.com,,,,,,11.00125425,-74.80785227,
122,FEDERACIONES,FEDERACION DE VOLEIBOL,VOLEIBOL,KR 30 CON CL 54 COLISEO EL CAMPIN ENTRADA 17,2118253,BOGOTÁ D.C.,BOGOTÁ D.C.,,presidencia@fedevolei.com,,,,,,4.6448373,-74.0783676,
619,LIGAS,LIGA DE MOTOCICLISMO DE SANTANDER,MOTOCICLISMO,UNIDAD DEPORTIVA ALFONSO LOPEZ  PISCINAS OLIMPICAS OFICINA 408,6349597,BUCARAMANGA,SANTANDER,lisanmotos@hotmail.com,lisanmotos@hotmail.com,,,,,,7.13506067,-73.11688996,
1177,ESCENARIO,GIMNASIO DEL INEM BALDOMERO SANIN CALDAS,Deportivo,KR 25 55B-150,8855519,MANIZALES,CALDAS,ienem@epm.net.co,ienem@epm.net.co,Establecimiento educativo,DEPARTAMENTO DE CALDAS,Zona Urbana,COMUNA OCHO,SALAS O SALONES PARA LA PRACTICA DE GIMNASIA,5.060567478,-75.49354645,http://www.visorgeocoldeportes.gov.co/images/escenarios/
121,FEDERACIONES,FEDERACION DE VELA,VELA,CL 28 25-18 CASA DE LAS FEDERACIONES,,BOGOTÁ D.C.,BOGOTÁ D.C.,,info@fdevelacolombia.org,,,,,,4.6238645,-74.0762999,
749,LIGAS,LIGA DE SOFTBOL DE SAN ANDRES,SOFTBOL,ESTADIO JUAN GONZALES SISTAC,,SAN ANDRÉS,SAN ANDRES PROVIDENCIA Y SANTA CATALINA,,,,,,,,12.57986459,-81.700172,
723,LIGAS,LIGA DE COLEO DE CASANARE,COLEO,CL 10 N° 24-34,6324829,YOPAL,CASANARE,coleo-casanare@hotmail.com,coleo-casanare@hotmail.com,,,,,,5.349133746,-72.39593593,
1019,ESCENARIO,CANCHA MULTIPLE LOS CARROS,Deportivo,DETRAS DEL COLEGIO MANUELA BELTRAN,0,CARTAGENA DE INDIAS,BOLIVAR,www.idercartagenadeindias.info,www.idercartagenadeindias.info,Otro,INSTITUTO DISTRITAL DE DEPORTE Y RECREACION DE CARTAGENA - IDER,Zona Urbana,UNIDAD COMUNERA DE GOBIERNO 10,CANCHA MULTIPLE,10.39251754,-75.5132048,http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/364.png
1506,ESCENARIO,CANCHA DE BALONCESTO AUXILIAR DEL COLISEO EVANGELISTA MORA,Deportivo,KR 34 N? 31-50,5566412,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Club,SECRETARIA DE  RECREACION Y DEPORTES DE SANTIAGO DE CALI,Zona Urbana,COMUNA DIECINUEVE,CANCHA DE BALONCESTO,3.428422124,-76.54030023,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/26.png
438,LIGAS,LIGA DE VOLEIBOL DEL HUILA,VOLEIBOL,KR 18 CL 17 UNIDAD DEPORTIVA VILLA OLIMPICA,,NEIVA,HUILA,,,,,,,,2.936637296,-75.27806582,
1349,ESCENARIO,CANCHA DE BOLAS CRIOLLAS DEL CLUB DE CAZADORES,Recreativo y Deportivo,AV GRANCOLOMBIA 1E-42,5751164,CÚCUTA,NORTE DE SANTANDER,clubcazadorescucuta1@hotmail.com,clubcazadorescucuta1@hotmail.com,Club,CLUB DE CAZADORES,Zona Urbana,COMUNA CENTRO ORIENTAL,CANCHA DE BOLAS CRIOLLAS,7.889027167,-72.49510833,http://www.visorgeocoldeportes.gov.co/images/escenarios/54001/15.png
379,LIGAS,LIGA DE FUTBOL DE SALON DEL CAUCA,FUTBOL DE SALON,KR 7 N° 7-90 INEPORTES CAUCA,,POPAYÁN,CAUCA,,,,,,,,2.439875177,-76.60766288,
1731,ESCENARIO,CANCHA MULTIPLE DE LA INSTITUCION EDUCATIVA SANTA FE SEDE BAJO PALACE,Recreativo y Educación Fisíca,CL 34 N?17 B 41,4412626,CALI,VALLE DEL CAUCA,0,0,Establecimiento educativo,INSTITUCION EDUCATIVA SANTA FE,Zona Urbana,COMUNA OCHO,CANCHA MULTIPLE,3.439690341,-76.50767798,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/251.png
2109,ESCENARIO,PISTA DE PATINAJE DE LA UNIDAD DEPORTIVA ALBERTO GALINDO,Deportivo,CL 4 CON KR 52,5566409,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Complejo deportivo,SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI,Zona Urbana,COMUNA DIECINUEVE,PISTA DE PATINAJE,3.41123736,-76.55079635,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/629.png
680,LIGAS,LIGA DE HAPKIDO DEL VALLE,HAPKIDO,COLISEO HAPKIDO  PISCINAS ALBERTO GALINDO,,CALI,VALLE DEL CAUCA,,,,,,,,3.431180415,-76.54174896,
1668,ESCENARIO,PISTA DE ATLETISMO DEL BARRIO EL TREBOL,Recreativo y Deportivo,KR 12 E CL 57,5566684,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Otro,SECRETARIA DE  RECREACION Y DEPORTES DE SANTIAGO DE CALI,Zona Urbana,COMUNA OCHO,PISTA DE ATLETISMO,3.445119242,-76.49560111,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/188.png
1140,ESCENARIO,COLISEO CUBIERTO ALFONSO PATI?O ROSSELLI,Deportivo,CL 29 CON KR 11,7719952,SOGAMOSO,BOYACA,,,Complejo deportivo,INSTITUTO DE RECREACION Y DEPORTE DE SOGAMOSO,Zona Urbana,SIN COMUNAS,COLISEO CUBIERTO,5.73007809,-72.91946766,http://www.visorgeocoldeportes.gov.co/images/escenarios/15759/53.png
67,CLUBES,VUELO LIBRE VIENTOS,PARAPENTE,APIA CENTRO,,APÍA,RISARALDA,,,,,,,,5.137837944,-75.95359526,
580,LIGAS,LIGA DE BILLAR DE RISARALDA,BILLAR,KR 7A N° 21 - 43 OFICINA 204,,PEREIRA,RISARALDA,ligarisaraldensedebillar@gmail.com   /  juanmoralesgomez@gmail.com,ligarisaraldensedebillar@gmail.com   /  juanmoralesgomez@gmail.com,,,,,,4.814517774,-75.69591338,
1589,ESCENARIO,CANCHA DE MICROFUTBOL DE LA UNIDAD RECREATIVA PETECUY,Recreativo,KR 2 E N? 79 10,4333986,CALI,VALLE DEL CAUCA,0,0,Complejo deportivo,UNIDAD RECREATIVA  PETECUY,Zona Urbana,COMUNA SEIS,CANCHA DE MICROFUTBOL,3.472696799,-76.47915277,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/109.png
1109,ESCENARIO,CANCHA MULTIPLE N° 1 DEL BARRIO LA FLORIDA,Deportivo,KR 6 CON CL 15 BLOQUE 6,0,TUNJA,BOYACA,recreacionydeportetunja@irdet.go.co,recreacionydeportetunja@irdet.go.co,Otro,JUNTA DE ACCION COMUNAL DEL BARRIO LA FLORIDA,Zona Urbana,SIN COMUNAS,CANCHA MULTIPLE,5.5141665,-73.36679933,http://www.visorgeocoldeportes.gov.co/images/escenarios/15001/113.png
808,ESCENARIO,CANCHA DE MINIFUTBOL MANGA DE ORO,Deportivo,KR 35 CON CL 46,3243948,BARRANQUILLA,ATLANTICO,atencioalciudadano@barranquilla.gov.co,atencioalciudadano@barranquilla.gov.co,Otro,SECRETARIA DISTRITAL DE RECREACION Y DEPORTES DE BARRANQUILLA,Zona Urbana,SIN COMUNAS,CANCHA DE MINIFUTBOL,10.97813083,-74.79070883,http://www.visorgeocoldeportes.gov.co/images/escenarios/08001/253.png
352,LIGAS,LIGA DE TAEKWONDO DE CALDAS,TAEKWONDO,KR 23 N° 47-118,,MANIZALES,CALDAS,,,,,,,,5.065068045,-75.50096641,
633,LIGAS,LIGA DE CICLISMO DE SUCRE,CICLISMO,KR 24E 5A URBANIZACION UNIVERSITARIA CASA 1743,,SINCELEJO,SUCRE,liciclismodesucre@hotmail.com,liciclismodesucre@hotmail.com,,,,,,9.315802744,-75.39461279,
2214,ESCENARIO,COLISEO DE LUCHA DE LA UNIDAD DEPORTIVA PANAMERICANA,Deportivo,CL 9 N? 37A-01,5566409,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Complejo deportivo,SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI,Zona Urbana,COMUNA DIECINUEVE,COLISEO DE LUCHA,3.421593753,-76.53754279,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/734.png
1462,ESCENARIO,CANCHA MULTIPLE DEL CLUB DEL COMERCIO,Deportivo,AV CIRCUNVALAR 7-19,3358666,PEREIRA,RISARALDA,,,Club,CLUB DEL COMERCIO,Zona Urbana,COMUNA UNIVERSIDAD,CANCHA MULTIPLE,4.8061115,-75.68530533,http://www.visorgeocoldeportes.gov.co/images/escenarios/
2335,ESCENARIO,CANCHA DE FUTBOL DEL COLEGIO AGUSTIN NIETO CABALLERO,Recreativo y Educación Fisíca,CL 37 26 51,3352344,CALI,VALLE DEL CAUCA,0,0,Establecimiento educativo,COLEGIO AGUSTIN NIETO CABALLERO,Zona Urbana,COMUNA ONCE,CANCHA DE FUTBOL,3.420850898,-76.51820981,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/855.png
1152,ESCENARIO,CANCHA MULTIPLE N° 1 DE LA INSTITUCION EDUCATIVA INTEGRADO,Deportivo,KR 9A CON CL 21,0,SOGAMOSO,BOYACA,,,Establecimiento educativo,MUNICIPIO DE SOGAMOSO,Zona Urbana,SIN COMUNAS,CANCHA MULTIPLE,5.720759333,-72.92367667,http://www.visorgeocoldeportes.gov.co/images/escenarios/15759/65.png
1049,ESCENARIO,CANCHA DE MICROFUTBOL CIUDAD AMURALLADA SECTOR TENAZAS,Deportivo,BARRIO CENTRO SECTOR LAS MURALLAS TENAZAS,0,CARTAGENA DE INDIAS,BOLIVAR,www.idercartagenadeindias.info,www.idercartagenadeindias.info,Otro,INSTITUTO DISTRITAL DE DEPORTE Y RECREACION DE CARTAGENA - IDER,Zona Urbana,UNIDAD COMUNERA DE GOBIERNO 1,CANCHA DE MICROFUTBOL,10.42982703,-75.54741667,http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/432.png
873,ESCENARIO,CANCHA DE TENIS N° 7 COMPLEJO RAQUETERO,Deportivo,AV EL LAGO KR 29B N? 17-22 PIE DE LA POPA,0,CARTAGENA DE INDIAS,BOLIVAR,www.idercartagenadeindias.info.co,www.idercartagenadeindias.info.co,Complejo deportivo,INSTITUTO DISTRITAL DE DEPORTE Y RECREACION DE CARTAGENA - IDER,Zona Urbana,UNIDAD COMUNERA DE GOBIERNO 2,CANCHA DE TENIS,10.41910736,-75.53843026,http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/176.png
201,LIGAS,LIGA DE TIRO CON ARCO DE ANTIOQUIA,TIRO CON ARCO,KR 66B 31A 15,,MEDELLÍN,ANTIOQUIA,liarco2003@hotmail.com,liarco2003@hotmail.com,,,,,,6.234499226,-75.58756548,
615,LIGAS,LIGA DE CANOTAJE Y REMO DE SANTANDER,CANOTAJE Y REMO,CL 51A 15-119 SEDEBARRANCABERMEJA  VIA AL LLANITO,3006162149,BUCARAMANGA,SANTANDER,ligacanotajegmail.com,ligacanotajegmail.com,,,,,,7.109051983,-73.12362929,
2346,ESCENARIO,CANCHA MICRO FUTBOL DEL POLIDEPORTIVO CIUDAD MODELO,Recreativo y Deportivo,KR 41 B 31 B 40,0,CALI,VALLE DEL CAUCA,www.cprcali.org,www.cprcali.org,Complejo recreativo,CORPORACION PARA LA RECREACION POPULAR,Zona Urbana,COMUNA ONCE,CANCHA DE MICROFUTBOL,3.415879508,-76.5124678,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/866.png
774,ESCENARIO,CANCHA DE VOLEIBOL DEL COLEGIO DE NUESTRA SE?ORA DEL PILAR,Deportivo,KR 60 N? 70-13,3607780,BARRANQUILLA,ATLANTICO,convespi@hotmail.com,convespi@hotmail.com,Establecimiento educativo,COLEGIO NUESTRA SE?ORA DEL PILAR,Zona Urbana,SIN COMUNAS,CANCHA DE VOLEIBOL,11.00126917,-74.7964575,http://www.visorgeocoldeportes.gov.co/images/escenarios/08001/181.png
647,LIGAS,LIGA DE TENIS DEL TOLIMA,TENIS,KR 5 SUR CON CL 83 AV MIROLINDO CONJUNTO CERRADO FLORIDA 1 CASA B - 24,,IBAGUÉ,TOLIMA,ligadetenisdeltolima2010@hotmail.com,ligadetenisdeltolima2010@hotmail.com,,,,,,4.429946899,-75.18605637,
1343,ESCENARIO,CANCHA MULTIPLE EL MARACANA,Deportivo,MANZANA 64,8314134,GIRARDOT,CUNDINAMARCA,deportesgirardot@hotmail.com,deportesgirardot@hotmail.com,Otro,ALCALDIA DE GIRARDOT,Zona Urbana,SIN COMUNAS,CANCHA MULTIPLE,4.3152665,-74.78909433,http://www.visorgeocoldeportes.gov.co/images/escenarios/25307/54.png
543,LIGAS,LIGA DE PATINAJE DE NORTE DE SANTANDER,PATINAJE,KR 7A 5E-17 POPULAR CUCUTA,,CÚCUTA,NORTE DE SANTANDER,lipanorsa@yahoo.es,lipanorsa@yahoo.es,,,,,,7.892950665,-72.49425136,
726,LIGAS,LIGA DE LEVANTAMIENTO DE PESAS DE CASANARE,LEVANTAMIENTO DE PESAS,KR 17 N° 23-27,3133346997,YOPAL,CASANARE,,,,,,,,5.335106473,-72.39690448,
2038,ESCENARIO,CANCHA MULTIPLE DE LA UNIVERSIDAD SAN BUENAVENTURA,Recreativo y Educación Fisíca,AV 10 DE MAYO LA UMBRIA VIA PANCE,3182200,CALI,VALLE DEL CAUCA,cmillan@usbcali.edu.co,cmillan@usbcali.edu.co,Universidad o centro de educaci? superior,UNIVERSIDAD SAN BUENAVENTURA,Zona Urbana,COMUNA VEINTIDOS,CANCHA MULTIPLE,3.346867932,-76.54571278,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/558.png
195,LIGAS,LIGA DE TIRO Y CAZA  DE ANTIOQUIA,TIRO Y CAZA,CL 48A N° 73-10 BAJOS TRIBUNAL ORIENTAL,,MEDELLÍN,ANTIOQUIA,liantiro@une.net.co,liantiro@une.net.co,,,,,,6.254710057,-75.59082534,
292,LIGAS,LIGA DE GIMNASIA DE BOLIVAR,GIMNASIA,UNIDAD DEPORTIVA PEDRO DE HEREDIA  COLISEO DE DEPORTES DE COMBATE,3205107411,CARTAGENA DE INDIAS,BOLIVAR,ligabol2001@hotmail.com,ligabol2001@hotmail.com,,,,,,10.40283774,-75.49394441,
2389,ESCENARIO,CANCHA MULTIPLE DE LA INSTITUCION EDUCATIVA NORMAL SUPERIOR,Recreativo y Educación Fisíca,KR 36C CON CL 12,3364797,CALI,VALLE DEL CAUCA,normalsuperiorcali@hotmail.com,normalsuperiorcali@hotmail.com,Establecimiento educativo,INSTITUCION EDUCATIVA NORMAL SUPERIOR,Zona Urbana,COMUNA DIEZ,CANCHA MULTIPLE,3.421385195,-76.53125516,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/909.png
834,ESCENARIO,CANCHA MULTIPLE COLEGIO SOFIA CAMARGO DE LLERAS,Deportivo,CL 53D ENTRE KR 21 Y 21 B,3460310,BARRANQUILLA,ATLANTICO,,,Establecimiento educativo,COLEGIO SOFIA CAMARGO DE LLERAS,Zona Urbana,SIN COMUNAS,CANCHA MULTIPLE PLACA CUBIERTA,10.96776,-74.80028472,http://www.visorgeocoldeportes.gov.co/images/escenarios/08001/358.png
235,LIGAS,LIGA DE JUDO DE BOGOTA,JUDO,AV 68 CON 63 UNIDAD DEPORTIVA EL SALITRE,,BOGOTÁ D.C.,BOGOTÁ D.C.,,,,,,,,4.66631838,-74.09448225,
381,LIGAS,LIGA DE MOTOCICLISMO DEL CAUCA,MOTOCICLISMO,KR 5C N° 52N-10,8236631,POPAYÁN,CAUCA,presidentelicamo@hotmail.com,presidentelicamo@hotmail.com,,,,,,2.47217895,-76.57560093,
1946,ESCENARIO,CANCHA MULTIPLE DE LA UNIDAD RECREATIVA PLAZAS VERDES,Recreativo,CL 66 N? 1A-13,4493521,CALI,VALLE DEL CAUCA,www.cprcali.com,www.cprcali.com,Complejo deportivo,UNIDAD RECREATIVA PLAZAS VERDES,Zona Urbana,COMUNA CINCO,CANCHA MULTIPLE,3.479267007,-76.49027098,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/466.png
29,CLUBES,CLUB VUELO LIBRE DE BOGOTA,ALA DELTA,TOMINE CERRO DEL AGUILA  AL FRENTE DEL PARQUE PIONONO,,BOGOTÁ D.C.,BOGOTÁ D.C.,,andresfe_90@yahoo.com,,,,,,4.906188721,-73.93127758,
1260,ESCENARIO,CANCHA MULTIPLE BARRIO P-5,Deportivo,TV 15 N? 3-90 BARRIO P-5,7426414,MONTERÍA,CORDOBA,www.monteria-cordoba.gov.co,www.monteria-cordoba.gov.co,Otro,ALCALDIA DE MONTERIA,Zona Urbana,SIN COMUNAS,CANCHA MULTIPLE,8.736125833,-75.88574967,http://www.visorgeocoldeportes.gov.co/images/escenarios/23001/89.png
957,ESCENARIO,SALA PARA ENTRENAMIENTO DE BOXEO N° 3 COLISEO DE BOXEO IDERBOL,Deportivo,BARRIO PASEO BOLIVAR IDERBOL,6663351,CARTAGENA DE INDIAS,BOLIVAR,www.idercartagenadeindias.info,www.idercartagenadeindias.info,Otro,INSTITUTO DISTRITAL DE DEPORTE Y RECREACION DE CARTAGENA - IDER,Zona Urbana,UNIDAD COMUNERA DE GOBIERNO 2,SALA PARA ENTRENAMIENTO DE BOXEO,10.42518277,-75.53692532,http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/262.png
331,LIGAS,LIGA DE MOTICICLISMO DE BOYACA,MOTOCICLISMO,CL 11 N° 22-02,3114889891,SOGAMOSO,BOYACA,,,,,,,,5.720052832,-72.93722514,
59,CLUBES,CLUB DE VUELO ALBATROS,PARAPENTE,KR 40A N° 16B 85,,PASTO,NARIÑO,,condor88@gmail.com,,,,,,1.222681551,-77.28784761,
988,ESCENARIO,CANCHA DE VOLEIBOL INSTITUCION EDUCATIVA LICEO DE BOLIVAR,Deportivo,KR17 N? 71-25BARRIO DANIEL LEMAITRE,3012769081,CARTAGENA DE INDIAS,BOLIVAR,lamiestructuras@hotmail.com,lamiestructuras@hotmail.com,Establecimiento educativo,INSTITUCION EDUCATIVA LICEO DE BOLIVAR,Zona Urbana,UNIDAD COMUNERA DE GOBIERNO 3,CANCHA DE VOLEIBOL,10.43798574,-75.51866992,http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/293.png
1797,ESCENARIO,COLISEO DE LA INSTITUCION EDUCATIVA  TECNICO DEL COMERCIO SANTA CECILIA,Recreativo y Educación Fisíca,CL 61A NORTE N?2GN-62,6642088,CALI,VALLE DEL CAUCA,administrador@iesantaceciliacali.edu.co,administrador@iesantaceciliacali.edu.co,Establecimiento educativo,INSTITUCION EDUCATIVA  TECNICO DEL COMERCIO SANTA CECILIA,Zona Urbana,COMUNA DOS,COLISEO,3.488550748,-76.5087442,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/317.png
1969,ESCENARIO,CANCHA MULTIPLE DEL BARRIO VILLAS DEL PRADO,Recreativo y Deportivo,KR 4D CON CL 60D,5566409,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Otro,SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI,Zona Urbana,COMUNA CINCO,CANCHA MULTIPLE,3.466463573,-76.49210066,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/489.png
2339,ESCENARIO,CANCHA MICRO FUTBOL DEL BARRIO SAN CARLOS,Recreativo y Deportivo,KR 36 CON CL32,5566409,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Otro,SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI,Zona Urbana,COMUNA ONCE,CANCHA DE MICROFUTBOL,3.420633224,-76.5120389,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/859.png
1494,ESCENARIO,CANCHA DE BALONCESTO N°2 DE LA  ESCUELA NACIONAL DEL DEPORTE,Recreativo y Educación Fisíca,CL 9 N? 34-01,5540404,CALI,VALLE DEL CAUCA,0,0,Establecimiento educativo,ESCUELA NACIONAL DEL DEPORTE,Zona Urbana,COMUNA DIECINUEVE,CANCHA DE BALONCESTO,3.426134351,-76.53701651,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/14.png
705,LIGAS,LIGA DE TAEKWONDO DEL VALLE,TAEKWONDO,KR 52 ENTRE CL 2A Y 3A COLISEO DEL PUEBLO,5137685,CALI,VALLE DEL CAUCA,libatae9@hotmail.com,libatae9@hotmail.com,,,,,,3.413539808,-76.55135771,
1210,ESCENARIO,CANCHA MULTIPLE INSTITUCION EDUCATIVA ANTONIA SANTOS,Deportivo,DG 33 N? 3-55 BARRIO LA GRANJA,7830407,MONTERÍA,CORDOBA,www.monteria-cordoba.gov.co,www.monteria-cordoba.gov.co,Establecimiento educativo,INSTITUCION EDUCATIVA ANTONIA SANTOS,Zona Urbana,SIN COMUNAS,CANCHA MULTIPLE,8.743037872,-75.89429039,http://www.visorgeocoldeportes.gov.co/images/escenarios/23001/20.png
170,INDER,INDEPORTES CORDOBA,,CL 22 Y CL 23 CON AV CIRCUNVALAR COLISEO HAPPY LORA,7833720,,CORDOBA,,,,,,,,8.747146465,-75.8814403,
947,ESCENARIO,CANCHA MULTIPLE FUNDER,Deportivo,MZ 5C CASA 720 BARRIO COLOMBIATON,3153165671,CARTAGENA DE INDIAS,BOLIVAR,www.idercartagenadeindias.info.co,www.idercartagenadeindias.info.co,Otro,INSTITUTO DISTRITAL DE DEPORTE Y RECREACION DE CARTAGENA - IDER,Zona Urbana,UNIDAD COMUNERA DE GOBIERNO 6,CANCHA MULTIPLE,10.41667783,-75.444889,http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/250.png
2447,ESCENARIO,CANCHA DE BALONCESTO DEL BARRIO NUEVA FLORESTA,Recreativo y Deportivo,KR 24 CON CL 60,5566409,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Otro,SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI,Zona Urbana,COMUNA DOCE,CANCHA DE BALONCESTO,3.44104356,-76.49293305,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/967.png
693,LIGAS,LIGA DE TENIS DE MESA DE VALLE,TENIS DE MESA,KR 36 N° 5B-65 OFC 106,,CALI,VALLE DEL CAUCA,livatemesa@livatemesa.com,livatemesa@livatemesa.com,,,,,,3.430136122,-76.54194314,
524,LIGAS,LIGA DE BOLOS DE NARIÑO,BOLOS,CL 19 N° 42A -93 PANDIACO,7311076,PASTO,NARIÑO,ligadebolodenarino@hotmail.com,ligadebolodenarino@hotmail.com,,,,,,1.230409104,-77.28766801,
1861,ESCENARIO,GIMNASIO DEL COLEGIO SAN LUIS DE GONZAGA,Recreativo y Educación Fisíca,AV 10 NORTE N?14N-85,6611565,CALI,VALLE DEL CAUCA,www.colegiosanluisgonzaga.edu.co,www.colegiosanluisgonzaga.edu.co,Establecimiento educativo,COLEGIO SAN LUIS DE GONZAGA,Zona Urbana,COMUNA DOS,GIMNASIO,3.460869162,-76.536007,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/381.png
1357,ESCENARIO,CANCHA DE FUTBOL DEL BARRIO COLSAG,Deportivo,CL 5 12 38,5833939,CÚCUTA,NORTE DE SANTANDER,www.cucuta-nortedesantander.gov.co,www.cucuta-nortedesantander.gov.co,Otro,INSTITUTO MUNICIPAL PARA LA RECREACION Y EL DEPORTE DE CUCUTA - IMRD,Zona Urbana,COMUNA ORIENTAL,CANCHA DE FUTBOL,7.8948935,-72.487787,http://www.visorgeocoldeportes.gov.co/images/escenarios/54001/28.png
815,ESCENARIO,CANCHA MULTIPLE COLEGIO ADVENTISTA DEL ATLANTICO MAX TRUMMER,Deportivo,KR 43 N? 70 -206,3688453,BARRANQUILLA,ATLANTICO,secretariacadat@hotmail.com,secretariacadat@hotmail.com,Establecimiento educativo,IGLESIA ADVENTISTA DEL SEPTIMO DIA,Zona Urbana,SIN COMUNAS,CANCHA MULTIPLE PLACA CUBIERTA,10.99138883,-74.80642817,http://www.visorgeocoldeportes.gov.co/images/escenarios/08001/313.png
33,CLUBES,CLUB DEPORTIVO PARAPENTE  RAIRA,PARAPENTE,KR 68B N° 22 A - 71 TORRE 7 APTO 801,,BOGOTÁ D.C.,BOGOTÁ D.C.,,sandratei@yahoo.com,,,,,,4.647215136,-74.11268998,
1907,ESCENARIO,CANCHA DE FUTBOL DEL CLUB DEPORTIVO BERNABEU,Recreativo y Deportivo,KR 5 NORTE N? 52-26,4118045,CALI,VALLE DEL CAUCA,bernabeucali@gmail.com,bernabeucali@gmail.com,Club,CLUB DEPORTIVO BERNABEU,Zona Urbana,COMUNA CUATRO,CANCHA DE FUTBOL,3.478726439,-76.50526655,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/427.png
1851,ESCENARIO,SALON DE SQUASH DEL CLUB DEPORTIVO CALI SEDE URBANA,Deportivo,CL 34 N? 2BN-75,6880808,CALI,VALLE DEL CAUCA,auribe@deportivocali.com.co,auribe@deportivocali.com.co,Club,CLUB DEPORTIVO CALI SEDE URBANA,Zona Urbana,COMUNA DOS,SALON DE SQUASH,3.471680556,-76.52552345,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/371.png
